School Year,BEDS Code,School Name,Grade Organization,District Name,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2009-2010,310200010150,Ps 150,Elementary,New York City Geographic District # 2,New York City,Public,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,28
2009-2010,310200010151,Yorkville Community School,Elementary,New York City Geographic District # 2,New York City,Public,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200010158,Ps 158 Baylard Taylor,Elementary,New York City Geographic District # 2,New York City,Public,749,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2009-2010,310200010167,Jhs 167 Robert F Wagner,Middle School,New York City Geographic District # 2,New York City,Public,1228,0,0,0,0,0,4,0,1,0,1,1,0,0,2,3,0,3,0,46,1,12,0,0,0,3,0,2,0,0,0,0,0,7,1,1,23
2009-2010,310200010183,Ps 183 Robert L Stevenson,Elementary,New York City Geographic District # 2,New York City,Public,645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2009-2010,310200010198,Ps 198 Isador E Ida Straus,Elementary,New York City Geographic District # 2,New York City,Public,542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,310200010212,Ps 212 Midtown West,Elementary,New York City Geographic District # 2,New York City,Public,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2009-2010,310200010217,Ps/Is 217 Roosevelt Island,Elementary,New York City Geographic District # 2,New York City,Public,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,12,0,6,0,0,1,3,0,0,0,0,0,0,0,2,0,0,13
2009-2010,310200010234,Ps 234 Independence School,Elementary,New York City Geographic District # 2,New York City,Public,820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2009-2010,310200010255,Ms 255 Salk School Of Science,Middle School,New York City Geographic District # 2,New York City,Public,406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14
2009-2010,310200010260,Ms 260 Clinton School Writers & Artists,Middle School,New York City Geographic District # 2,New York City,Public,269,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2009-2010,310200010276,Battery Park City School,Elementary,New York City Geographic District # 2,New York City,Public,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200010289,Is 289,Middle School,New York City Geographic District # 2,New York City,Public,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,13
2009-2010,310200010290,Ps 290 Manhattan New School,Elementary,New York City Geographic District # 2,New York City,Public,644,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200010312,Nyc Lab Ms For Collaborative Studies,Middle School,New York City Geographic District # 2,New York City,Public,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,4,0,0,0,1,0,1,0,0,0,0,0,3,0,0,4
2009-2010,310200010347,The 47 American Sign Language And English Lower School,Elementary,New York City Geographic District # 2,New York City,Public,212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200010397,Spruce Street School,Elementary,New York City Geographic District # 2,New York City,Public,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200010412,Nyc Lab High School For Collaborative Studies,Senior High,New York City Geographic District # 2,New York City,Public,520,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12
2009-2010,310200010413,School Of The Future High School,Junior Senior School,New York City Geographic District # 2,New York City,Public,689,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,2,0,0,0,0,0,0,3,1,7
2009-2010,310200010414,Nyc Museum School,Senior High,New York City Geographic District # 2,New York City,Public,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6
2009-2010,310200010416,Eleanor Roosevelt High School,Senior High,New York City Geographic District # 2,New York City,Public,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3
2009-2010,310200010418,Millennium High School,Senior High,New York City Geographic District # 2,New York City,Public,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2009-2010,310200010896,Lower Manhattan Community Middle School,Middle School,New York City Geographic District # 2,New York City,Public,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2009-2010,310200011225,Ella Baker School,Elementary,New York City Geographic District # 2,New York City,Public,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200011288,Food And Finance High School,Senior High,New York City Geographic District # 2,New York City,Public,436,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,4,0,0,0,0,0,2,0,0,0,0,2,1,3,2,23
2009-2010,310200011294,Essex Street Academy,Senior High,New York City Geographic District # 2,New York City,Public,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2009-2010,310200011296,High School Of Hospitality Management,Senior High,New York City Geographic District # 2,New York City,Public,386,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,12,0,14,0,0,0,0,0,2,0,1,0,0,3,0,2,0,21
2009-2010,310200011298,Pace High School,Senior High,New York City Geographic District # 2,New York City,Public,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2009-2010,310200011300,Urban Assembly School Of Design And Construction,Senior High,New York City Geographic District # 2,New York City,Public,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2
2009-2010,310200011303,Facing History School (The),Senior High,New York City Geographic District # 2,New York City,Public,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,8,0,6,0,0,1,0,0,2,0,0,0,0,1,0,1,2,25
2009-2010,310200011305,Urban Assembly Academy Of Government And Law,Senior High,New York City Geographic District # 2,New York City,Public,285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,14,1,8,0,0,0,2,0,0,0,0,0,0,0,1,1,3,18
2009-2010,310200011308,Lower Manhattan Arts Academy,Senior High,New York City Geographic District # 2,New York City,Public,311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,2,0,2,0,0,0,0,0,0,0,1,52
2009-2010,310200011313,James Baldwin School-A School For Expeditionary Lrning,Senior High,New York City Geographic District # 2,New York City,Public,248,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2009-2010,310200011316,Urban Assembly School Of Business For Young Women,Senior High,New York City Geographic District # 2,New York City,Public,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,0,0,0,1,0,0,0,1,0,0,0,1,0,1,25
2009-2010,310200011374,Gramercy Arts High School,Senior High,New York City Geographic District # 2,New York City,Public,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
2009-2010,310200011376,Nyc Ischool,Senior High,New York City Geographic District # 2,New York City,Public,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200011392,Manhattan Business Academy,Senior High,New York City Geographic District # 2,New York City,Public,122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2009-2010,310200011393,Business Of Sports School,Senior High,New York City Geographic District # 2,New York City,Public,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,4,0,0,0,1,0,0,0,0,0,0,0,1,4,0,10
2009-2010,310200011394,Emma Lazarus High School,Senior High,New York City Geographic District # 2,New York City,Public,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2009-2010,310200011399,High School For Language And Diplomacy,Senior High,New York City Geographic District # 2,New York City,Public,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200011400,High School For Environmental Studies,Senior High,New York City Geographic District # 2,New York City,Public,1421,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,11,0,6,0,0,0,1,0,2,0,1,0,0,1,1,1,3,2
2009-2010,310200011407,Institute For Collaborative Education,Junior Senior School,New York City Geographic District # 2,New York City,Public,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009-2010,310200011408,Professional Performing Arts High School,Junior Senior School,New York City Geographic District # 2,New York City,Public,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200011411,Baruch College Campus High School,Senior High,New York City Geographic District # 2,New York City,Public,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,310200011419,Landmark High School,Senior High,New York City Geographic District # 2,New York City,Public,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0,0,0,1,0,0,0,0,0,0,0,3,1,0,5
2009-2010,310200011420,High School For Health Professions & Human Services,Senior High,New York City Geographic District # 2,New York City,Public,1695,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,29,0,7,0,0,0,3,0,4,0,0,0,0,0,2,1,2,53
2009-2010,310200011422,Quest To Learn,Junior High School,New York City Geographic District # 2,New York City,Public,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2009-2010,310200011425,Leadership & Public Service High School,Senior High,New York City Geographic District # 2,New York City,Public,650,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26,0,5,0,0,0,8,0,4,1,4,0,0,0,1,1,0,154
2009-2010,320900010128,Mott Hall Iii,Middle School,New York City Geographic District # 9,New York City,Public,311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2009-2010,310200011429,Legacy School For Integrated Studies,Senior High,New York City Geographic District # 2,New York City,Public,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,13,0,0,0,2,0,4,0,0,0,0,0,5,3,0,38
2009-2010,310200011439,Manhattan Village Academy,Senior High,New York City Geographic District # 2,New York City,Public,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2009-2010,310200011440,Bayard Rustin Educational Complex,Senior High,New York City Geographic District # 2,New York City,Public,997,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,34,2,16,0,0,0,0,0,2,0,0,0,0,0,4,3,1,74
2009-2010,310200011442,Ballet Tech/Nyc Ps For Dance,Elementary,New York City Geographic District # 2,New York City,Public,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,310200011449,Vanguard High School,Senior High,New York City Geographic District # 2,New York City,Public,431,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200011459,Manhattan International High School,Senior High,New York City Geographic District # 2,New York City,Public,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200011460,Washington Irving High School,Senior High,New York City Geographic District # 2,New York City,Public,1484,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,1,0,43,0,8,0,0,0,3,0,1,0,1,0,0,4,4,5,3,8
2009-2010,310200011475,Stuyvesant High School,Senior High,New York City Geographic District # 2,New York City,Public,3277,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,0,3
2009-2010,310200011489,High School Of Economics & Finance,Senior High,New York City Geographic District # 2,New York City,Public,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,1,4,0,0,0,3,0,4,0,0,0,0,0,0,3,1,12
2009-2010,310200011500,Unity Center For Urban Technologies,Senior High,New York City Geographic District # 2,New York City,Public,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2009-2010,310200011519,Talent Unlimited High School,Senior High,New York City Geographic District # 2,New York City,Public,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
2009-2010,310200011520,Murry Bergtraum High School For Business Careers,Senior High,New York City Geographic District # 2,New York City,Public,2570,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,2,2,68,2,43,0,0,0,11,0,5,0,2,0,0,4,4,6,2,189
2009-2010,310200011529,Jacqueline Kennedy-Onassis High School,Senior High,New York City Geographic District # 2,New York City,Public,709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,1,0,8,0,0,0,0,0,6,8,1,69
2009-2010,310200011531,Repertory Company High School For Theatre Arts,Senior High,New York City Geographic District # 2,New York City,Public,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2009-2010,310200011542,Manhattan Bridges High School,Senior High,New York City Geographic District # 2,New York City,Public,509,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009-2010,310200011543,New Design High School,Senior High,New York City Geographic District # 2,New York City,Public,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,0,4
2009-2010,310200011544,Independence High School,Senior High,New York City Geographic District # 2,New York City,Public,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3
2009-2010,310200011545,High School For Dual Language And Asian Studies,Senior High,New York City Geographic District # 2,New York City,Public,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200011550,Liberty High School Academy For Newcomers,Senior High,New York City Geographic District # 2,New York City,Public,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
2009-2010,310200011560,Hs 560 City-As-School,Senior High,New York City Geographic District # 2,New York City,Public,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2009-2010,310200011565,Urban Academy Laboratory High School,Senior High,New York City Geographic District # 2,New York City,Public,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200011570,Satellite Academy High School,Senior High,New York City Geographic District # 2,New York City,Public,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,1,2,0,0,0,1,0,0,0,0,0,0,1,2,3,0,13
2009-2010,310200011575,Manhattan Comprehensive Night And Day High School,Senior High,New York City Geographic District # 2,New York City,Public,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200011580,Richard R Green High School Of Teaching,Senior High,New York City Geographic District # 2,New York City,Public,616,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,18,0,6,0,0,0,2,0,1,0,1,0,0,0,0,0,2,59
2009-2010,310200011586,Harvey Milk High School,Senior High,New York City Geographic District # 2,New York City,Public,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3
2009-2010,321000010207,Ps 207,Elementary,New York City Geographic District #10,New York City,Public,435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310200011600,The High School Of Fashion Industries,Senior High,New York City Geographic District # 2,New York City,Public,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,0,2,0,0,0,1,0,2,0,1,0,0,0,2,3,0,24
2009-2010,310200011605,Humanities Preparatory Academy,Senior High,New York City Geographic District # 2,New York City,Public,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2009-2010,310200011615,Chelsea Career And Technical Education High School,Senior High,New York City Geographic District # 2,New York City,Public,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,3,0,0,0,0,0,0,0,6,0,3,10
2009-2010,310200011620,Norman Thomas High School,Senior High,New York City Geographic District # 2,New York City,Public,2147,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,1,0,24,0,7,0,0,0,2,0,1,0,0,0,0,12,0,4,0,23
2009-2010,310200011625,High School Of Graphic Communication Arts,Senior High,New York City Geographic District # 2,New York City,Public,1835,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,50,0,13,0,0,0,9,0,3,0,0,0,0,24,3,8,7,48
2009-2010,310200011630,Art And Design High School,Senior High,New York City Geographic District # 2,New York City,Public,1390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,9,0,0,0,3,0,2,1,0,0,0,0,3,8,3,23
2009-2010,310200011655,Life Sciences Secondary School,Junior Senior School,New York City Geographic District # 2,New York City,Public,702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,6,0,5,0,0,0,1,0,1,0,1,0,0,0,5,0,3,1
2009-2010,310200011690,School For The Physical City High School,Senior High,New York City Geographic District # 2,New York City,Public,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2009-2010,310300010009,Ps 9 Sarah Anderson,Elementary,New York City Geographic District # 3,New York City,Public,566,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2009-2010,310300010044,Jhs 44 William J O'Shea,Junior High School,New York City Geographic District # 3,New York City,Public,166,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,20,0,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,13
2009-2010,310300010054,Jhs 54 Booker T Washington,Middle School,New York City Geographic District # 3,New York City,Public,814,0,0,0,0,0,2,0,0,0,1,1,0,0,0,4,3,4,1,53,0,23,0,0,0,4,0,9,0,0,0,0,0,3,0,0,54
2009-2010,310300010075,Ps 75 Emily Dickinson,Elementary,New York City Geographic District # 3,New York City,Public,733,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,310300010076,Ps 76 A Phillip Randolph,Elementary,New York City Geographic District # 3,New York City,Public,447,0,0,0,0,0,2,0,1,0,1,0,0,0,0,5,1,2,1,56,0,3,0,0,0,4,0,1,0,0,0,0,0,5,0,0,9
2009-2010,310300010084,Ps 84 Lilian Weber,Elementary,New York City Geographic District # 3,New York City,Public,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,310300010087,Ps 87 William Sherman,Elementary,New York City Geographic District # 3,New York City,Public,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009-2010,310300010145,Ps 145 The Bloomingdale School,Elementary,New York City Geographic District # 3,New York City,Public,473,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2009-2010,310300010149,Ps 149 Sojourner Truth,Elementary,New York City Geographic District # 3,New York City,Public,427,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,2,13,0,8,0,0,0,0,0,2,1,0,0,0,0,1,0,1,9
2009-2010,310300010163,Ps 163 Alfred E Smith,Elementary,New York City Geographic District # 3,New York City,Public,636,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2009-2010,310300010165,Ps 165 Robert E Simon,Elementary,New York City Geographic District # 3,New York City,Public,688,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
2009-2010,310300010166,Ps 166 The Richard Rogers School Of The Arts & Science,Elementary,New York City Geographic District # 3,New York City,Public,609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310300010180,Ps 180 Hugo Newman,Elementary,New York City Geographic District # 3,New York City,Public,616,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
2009-2010,310300010185,Ps 185 The Early Childhood Discovery And Design Magnet School,Elementary,New York City Geographic District # 3,New York City,Public,239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
2009-2010,310300010191,Ps 191 Amsterdam,Elementary,New York City Geographic District # 3,New York City,Public,481,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,25,2,7,0,0,0,0,0,0,1,0,0,0,0,1,2,0,12
2009-2010,310300010199,Ps 199 Jessie Isador Straus,Elementary,New York City Geographic District # 3,New York City,Public,735,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,310300010208,Ps 208 Alain L Locke,Elementary,New York City Geographic District # 3,New York City,Public,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2009-2010,310300010241,Stem Institute Of Manhattan,Elementary,New York City Geographic District # 3,New York City,Public,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2009-2010,310300010242,Ps 242 The Young Diplomats Magnet School,Elementary,New York City Geographic District # 3,New York City,Public,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2009-2010,310300010243,Ms 243 Center School,Middle School,New York City Geographic District # 3,New York City,Public,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310300010245,Ms 245 The Computer School,Middle School,New York City Geographic District # 3,New York City,Public,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310300010246,Ms 246 Crossroads School,Junior High School,New York City Geographic District # 3,New York City,Public,53,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,1,9,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
2009-2010,310300010247,Ms 247 Dual Language Middle School,Middle School,New York City Geographic District # 3,New York City,Public,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,310300010250,Ms 250 West Side Collaborative Middle School,Middle School,New York City Geographic District # 3,New York City,Public,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,310300010256,Ms 256 Academic And Athletic Excellence,Middle School,New York City Geographic District # 3,New York City,Public,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,28,1,10,0,0,0,3,0,1,0,0,0,0,0,2,2,0,26
2009-2010,310300010258,Community Action School-Ms 258,Middle School,New York City Geographic District # 3,New York City,Public,254,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,7,0,13,0,0,0,0,0,4,0,0,0,0,0,1,1,0,13
